nutrient,accuracy,trainingRegime,repeat,model type
no3,-0.025855973774336,random,147,GBR
tn,0.0132532710796906,random,147,GBR
tp,0.0697561897612869,random,147,GBR
random,0.0010832259548725,random,147,GBR
doc,-0.0992008697242328,random,148,GBR
no3,-0.0291610257369501,random,148,GBR
tn,0.0149297542567088,random,148,GBR
tp,0.0641455518853157,random,148,GBR
random,-0.0066506245085411,random,148,GBR
doc,-0.0952249047530737,random,149,GBR
no3,-0.0286923644865682,random,149,GBR
tn,0.0106350381386199,random,149,GBR
tp,0.0734788270588642,random,149,GBR
random,-0.0052869414268366,random,149,GBR
doc,-0.1027508558063772,random,150,GBR
no3,-0.0197386754942379,random,150,GBR
tn,0.0161900723232627,random,150,GBR
tp,0.0563558629894754,random,150,GBR
random,-0.0036584193581574,random,150,GBR
doc,-0.0983678004950414,random,151,GBR
no3,-0.0214143447097174,random,151,GBR
tn,0.0178427347225782,random,151,GBR
tp,0.0592028722605306,random,151,GBR
random,-0.0067644375318045,random,151,GBR
doc,-0.0981532630266246,random,152,GBR
no3,-0.032020308733178,random,152,GBR
tn,0.018448262254762,random,152,GBR
tp,0.0615264435848837,random,152,GBR
random,-0.0136056968319275,random,152,GBR
doc,-0.0945265283681819,random,153,GBR
no3,-0.0335086828664501,random,153,GBR
tn,0.0100774217392642,random,153,GBR
tp,0.0640596308321399,random,153,GBR
random,-0.0173662222216279,random,153,GBR
doc,-0.1061317448962588,random,154,GBR
no3,-0.0336890607058855,random,154,GBR
tn,0.0020380118841115,random,154,GBR
tp,0.0593614000585026,random,154,GBR
random,0.0002343366513701,random,154,GBR
doc,-0.0952110017965999,random,155,GBR
no3,-0.0169811114050093,random,155,GBR
tn,0.0107061767512712,random,155,GBR
tp,0.0629675077379441,random,155,GBR
random,-0.0020512061134436,random,155,GBR
doc,-0.096029315752586,random,156,GBR
no3,-0.0243544630452241,random,156,GBR
tn,0.0046486354773598,random,156,GBR
tp,0.0629880303803958,random,156,GBR
random,0.0020881174782864,random,156,GBR
doc,-0.1023318338889403,random,157,GBR
no3,-0.0266398784534236,random,157,GBR
tn,-0.0023119879479798,random,157,GBR
tp,0.0648955361870465,random,157,GBR
random,-0.0118193581550956,random,157,GBR
doc,-0.1002487173302004,random,158,GBR
no3,-0.0259340727760417,random,158,GBR
tn,-0.0018162466080358,random,158,GBR
tp,0.0555258725858884,random,158,GBR
random,-0.0014355759231494,random,158,GBR
doc,-0.0989053412497196,random,159,GBR
no3,-0.025585983084273,random,159,GBR
tn,0.0086270887755751,random,159,GBR
tp,0.0527037677561273,random,159,GBR
random,-0.0057304495468804,random,159,GBR
doc,-0.0962327007369054,random,160,GBR
no3,-0.0397236551586304,random,160,GBR
tn,0.0071236429556188,random,160,GBR
tp,0.0533473671088163,random,160,GBR
random,-0.002168257658706,random,160,GBR
doc,-0.0908538892160175,random,161,GBR
no3,-0.0339965445016654,random,161,GBR
tn,0.0090643169403992,random,161,GBR
tp,0.0653047599003443,random,161,GBR
random,-0.0042765687569006,random,161,GBR
doc,-0.1110020642897009,random,162,GBR
no3,-0.027167604102132,random,162,GBR
tn,0.0190853568448553,random,162,GBR
tp,0.0614607745753411,random,162,GBR
random,0.0052397877893691,random,162,GBR
doc,-0.1063206391512445,random,163,GBR
no3,-0.0214879948698392,random,163,GBR
tn,0.0129504332489684,random,163,GBR
tp,0.0630269835513295,random,163,GBR
random,0.0016037199029483,random,163,GBR
doc,-0.1132488576521082,random,164,GBR
no3,-0.0270649644115119,random,164,GBR
tn,-0.0015105004648066,random,164,GBR
tp,0.0686409010206769,random,164,GBR
random,-0.0074234559387242,random,164,GBR
doc,-0.1137796958600378,random,165,GBR
no3,-0.0314280237101176,random,165,GBR
tn,-0.001875285181432,random,165,GBR
tp,0.0644659889517971,random,165,GBR
random,-0.0195707840407219,random,165,GBR
doc,-0.1097218715611998,random,166,GBR
no3,-0.0223718181615397,random,166,GBR
tn,0.0067347428653298,random,166,GBR
tp,0.0601392387806334,random,166,GBR
random,-0.002282176763219,random,166,GBR
doc,-0.0962390271576596,random,167,GBR
no3,-0.0285552973991167,random,167,GBR
tn,0.0081166610406844,random,167,GBR
tp,0.0632053497943141,random,167,GBR
random,-0.0110651115898221,random,167,GBR
doc,-0.0982861567312791,random,168,GBR
no3,-0.0269322615848428,random,168,GBR
tn,0.0071725328782269,random,168,GBR
tp,0.0647596111985796,random,168,GBR
random,-0.0008510295500849,random,168,GBR
doc,-0.1129558643811166,random,169,GBR
no3,-0.0318401467233471,random,169,GBR
tn,0.00969390725319,random,169,GBR
tp,0.0624812806267891,random,169,GBR
random,-0.0140431523596855,random,169,GBR
doc,-0.0989533578903774,random,170,GBR
no3,-0.0177429150437047,random,170,GBR
tn,-0.0094417777283086,random,170,GBR
tp,0.0623995545018266,random,170,GBR
random,-0.0076585461414195,random,170,GBR
doc,-0.0979801174871328,random,171,GBR
no3,-0.0354760572471213,random,171,GBR
tn,0.0069582792902052,random,171,GBR
tp,0.0652163565625006,random,171,GBR
random,-0.0058368806748458,random,171,GBR
doc,-0.0970644281078121,random,172,GBR
no3,-0.0290565639402331,random,172,GBR
tn,0.006460774052647,random,172,GBR
tp,0.0635271523902607,random,172,GBR
random,0.00241059598613,random,172,GBR
doc,-0.0979047576761382,random,173,GBR
no3,-0.0344102345368257,random,173,GBR
tn,0.0144831836524752,random,173,GBR
tp,0.075684898990278,random,173,GBR
random,-0.0056318409023714,random,173,GBR
doc,-0.0991379468472462,random,174,GBR
no3,-0.0317702317521118,random,174,GBR
tn,0.0102131336655897,random,174,GBR
tp,0.0595273488794531,random,174,GBR
random,-0.0093203220530024,random,174,GBR
doc,-0.091774505208048,random,175,GBR
no3,-0.0271380526872795,random,175,GBR
tn,0.0085019921218428,random,175,GBR
tp,0.0684201177131381,random,175,GBR
random,0.0062566970833797,random,175,GBR
doc,-0.0958055776723383,random,176,GBR
no3,-0.0296443027782811,random,176,GBR
tn,0.0093741688744587,random,176,GBR
tp,0.0616286179875855,random,176,GBR
random,0.005656995394176,random,176,GBR
doc,-0.0930836661630984,random,177,GBR
no3,-0.0247040943570724,random,177,GBR
tn,0.0136046403246423,random,177,GBR
tp,0.0606337635050395,random,177,GBR
random,-0.0087876640354846,random,177,GBR
doc,-0.1004910688982447,random,178,GBR
no3,-0.0240616002170599,random,178,GBR
tn,0.0147008627725838,random,178,GBR
tp,0.0629811613511356,random,178,GBR
random,-0.0031387955476041,random,178,GBR
doc,-0.1016750693173453,random,179,GBR
no3,-0.0240319022074693,random,179,GBR
tn,0.0269410735042943,random,179,GBR
tp,0.0599757056320408,random,179,GBR
random,-0.0088277008356385,random,179,GBR
doc,-0.0944435026807251,random,180,GBR
no3,-0.017987821055224,random,180,GBR
tn,0.0094941912250388,random,180,GBR
tp,0.0561268905174255,random,180,GBR
random,-0.0058072975039447,random,180,GBR
doc,-0.1088106849291927,random,181,GBR
no3,-0.0357301778229472,random,181,GBR
tn,0.0171241610051858,random,181,GBR
tp,0.0677201873494697,random,181,GBR
random,-0.0036337540024848,random,181,GBR
doc,-0.1071743275965499,random,182,GBR
no3,-0.0235324238710019,random,182,GBR
tn,0.0089014133191022,random,182,GBR
tp,0.0578435001284877,random,182,GBR
random,-0.0069111668103563,random,182,GBR
doc,-0.0974406877545077,random,183,GBR
no3,-0.0279994712470836,random,183,GBR
tn,0.0307370670884802,random,183,GBR
tp,0.0623586412765451,random,183,GBR
random,-0.0103760000388173,random,183,GBR
doc,-0.1027463887899253,random,184,GBR
no3,-0.0208962704768185,random,184,GBR
tn,0.0097500366921176,random,184,GBR
tp,0.063357819654231,random,184,GBR
random,-0.0129867260324514,random,184,GBR
doc,-0.0963950838374663,random,185,GBR
no3,-0.0255669699675629,random,185,GBR
tn,0.0237292613061881,random,185,GBR
tp,0.0625329600558504,random,185,GBR
random,-0.0031655603337064,random,185,GBR
doc,-0.1064439548832121,random,186,GBR
no3,-0.0293857290497356,random,186,GBR
tn,0.0104441610182295,random,186,GBR
tp,0.057903467823301,random,186,GBR
random,-0.0068073984890504,random,186,GBR
doc,-0.0967096526752544,random,187,GBR
no3,-0.0271251622847703,random,187,GBR
tn,0.0050616691462602,random,187,GBR
tp,0.069536969255545,random,187,GBR
random,0.009630232447146,random,187,GBR
doc,-0.0923778705651268,random,188,GBR
no3,-0.0311170826462248,random,188,GBR
tn,-0.0062666866055307,random,188,GBR
tp,0.06225207772849,random,188,GBR
random,-0.0103645791881472,random,188,GBR
doc,-0.104813156674463,random,189,GBR
no3,-0.0244740503254348,random,189,GBR
tn,0.0095025059276663,random,189,GBR
tp,0.0561824133257264,random,189,GBR
random,-0.0090873772757991,random,189,GBR
doc,-0.1049879484083076,random,190,GBR
no3,-0.0284770132829765,random,190,GBR
tn,0.0108599963977477,random,190,GBR
tp,0.0704956947343102,random,190,GBR
random,-0.0008448486590282,random,190,GBR
doc,-0.0911950817858029,random,191,GBR
no3,-0.0213143365142767,random,191,GBR
tn,0.0031976829828198,random,191,GBR
tp,0.0657436441842037,random,191,GBR
random,-0.0111928547058641,random,191,GBR
doc,-0.0999634064142473,random,192,GBR
no3,-0.0226446275508171,random,192,GBR
tn,0.0004222207316683,random,192,GBR
tp,0.0604918177717568,random,192,GBR
random,-0.0011462870892706,random,192,GBR
doc,-0.0983578145901113,random,193,GBR
no3,-0.0331758057551401,random,193,GBR
tn,0.0165447346758755,random,193,GBR
tp,0.0655580820850461,random,193,GBR
random,-0.0099326530247003,random,193,GBR
doc,-0.0959433372635989,random,194,GBR
no3,-0.0222048442712659,random,194,GBR
tn,0.0166006387177772,random,194,GBR
tp,0.0635805903251615,random,194,GBR
random,-0.0027737127331637,random,194,GBR
doc,-0.0992887112184368,random,195,GBR
no3,-0.0284693773240927,random,195,GBR
tn,0.0162507492443134,random,195,GBR
tp,0.0662094303864192,random,195,GBR
random,-0.0047306867493264,random,195,GBR
doc,-0.0947036000055192,random,196,GBR
no3,-0.025571733685149,random,196,GBR
tn,0.0131152605061922,random,196,GBR
tp,0.0583360769261783,random,196,GBR
random,-0.0033731276195061,random,196,GBR
doc,-0.1014002979907244,random,197,GBR
no3,-0.025889702019707,random,197,GBR
tn,0.015199636927932,random,197,GBR
tp,0.0609327882936725,random,197,GBR
random,-0.0067665012931117,random,197,GBR
doc,-0.0960631298762728,random,198,GBR
no3,-0.0229170116608625,random,198,GBR
tn,0.010402198567564,random,198,GBR
tp,0.0673522506446572,random,198,GBR
random,-0.0131459063897951,random,198,GBR
doc,-0.1054100162420508,random,199,GBR
no3,-0.0352033946614074,random,199,GBR
tn,0.0132040094090325,random,199,GBR
tp,0.0587551143178268,random,199,GBR
random,0.0022640978634758,random,199,GBR
