nutrient,accuracy,trainingRegime,repeat,model type
tp,0.4821269983310926,full,170,GBR
random,-0.2338172454242915,full,170,GBR
doc,0.5496526324088243,full,171,GBR
no3,0.3435749582477461,full,171,GBR
tn,0.6588500812772307,full,171,GBR
tp,0.4801797692222355,full,171,GBR
random,-0.2376864445994346,full,171,GBR
doc,0.5554043143405526,full,172,GBR
no3,0.3428696784440281,full,172,GBR
tn,0.6604319048412006,full,172,GBR
tp,0.4801332326753121,full,172,GBR
random,-0.2360177217633727,full,172,GBR
doc,0.5534818331357763,full,173,GBR
no3,0.3419460841036381,full,173,GBR
tn,0.6611491995361283,full,173,GBR
tp,0.4752126233479301,full,173,GBR
random,-0.2324685268708946,full,173,GBR
doc,0.5517747369949257,full,174,GBR
no3,0.3369824613135042,full,174,GBR
tn,0.6611491995361283,full,174,GBR
tp,0.4853876295822587,full,174,GBR
random,-0.2347565290071749,full,174,GBR
doc,0.5556265818563856,full,175,GBR
no3,0.3330733146570777,full,175,GBR
tn,0.6604319048412006,full,175,GBR
tp,0.4865182956916966,full,175,GBR
random,-0.237429470025329,full,175,GBR
doc,0.5545811886239097,full,176,GBR
no3,0.3397805179055267,full,176,GBR
tn,0.6604319048412006,full,176,GBR
tp,0.4800803725536737,full,176,GBR
random,-0.2299147516539765,full,176,GBR
doc,0.5496950853357571,full,177,GBR
no3,0.3528665574085518,full,177,GBR
tn,0.660330902603022,full,177,GBR
tp,0.484880617180718,full,177,GBR
random,-0.2323904454130665,full,177,GBR
doc,0.551788377549634,full,178,GBR
no3,0.3453941166565216,full,178,GBR
tn,0.6611491995361283,full,178,GBR
tp,0.4779639329630968,full,178,GBR
random,-0.2318370485421614,full,178,GBR
doc,0.5500287239210195,full,179,GBR
no3,0.3519161335567351,full,179,GBR
tn,0.6611491995361283,full,179,GBR
tp,0.4873012746824668,full,179,GBR
random,-0.2367242322020615,full,179,GBR
doc,0.5514151087963818,full,180,GBR
no3,0.3409345320646264,full,180,GBR
tn,0.6604319048412006,full,180,GBR
tp,0.4852818043932977,full,180,GBR
random,-0.2342312140471922,full,180,GBR
doc,0.5513841492032976,full,181,GBR
no3,0.339671980060873,full,181,GBR
tn,0.6602533383425693,full,181,GBR
tp,0.4831750932920469,full,181,GBR
random,-0.2360440257141742,full,181,GBR
doc,0.5592591436985299,full,182,GBR
no3,0.3469025120758908,full,182,GBR
tn,0.6604319048412006,full,182,GBR
tp,0.4819208483734548,full,182,GBR
random,-0.2356021528880048,full,182,GBR
doc,0.5540969811658466,full,183,GBR
no3,0.3301494150617347,full,183,GBR
tn,0.6595370185379721,full,183,GBR
tp,0.4852355093134494,full,183,GBR
random,-0.2344925174675141,full,183,GBR
doc,0.5597844666579496,full,184,GBR
no3,0.3483772908239729,full,184,GBR
tn,0.660330902603022,full,184,GBR
tp,0.4837076949731461,full,184,GBR
random,-0.2354072422671804,full,184,GBR
doc,0.5609765102952482,full,185,GBR
no3,0.3371396997143686,full,185,GBR
tn,0.6611491995361283,full,185,GBR
tp,0.4808664432836333,full,185,GBR
random,-0.2346469373499828,full,185,GBR
doc,0.560739044222945,full,186,GBR
no3,0.3401146101339181,full,186,GBR
tn,0.6611491995361283,full,186,GBR
tp,0.4848659852263293,full,186,GBR
random,-0.2326027386057954,full,186,GBR
doc,0.5527609114135621,full,187,GBR
no3,0.3437572828301833,full,187,GBR
tn,0.6644091462212047,full,187,GBR
tp,0.4840740156152413,full,187,GBR
random,-0.2372522422371861,full,187,GBR
doc,0.5537125218445772,full,188,GBR
no3,0.3375049649599144,full,188,GBR
tn,0.6604319048412006,full,188,GBR
tp,0.4805148908183082,full,188,GBR
random,-0.2359231573103337,full,188,GBR
doc,0.5526303609555204,full,189,GBR
no3,0.3457331191164984,full,189,GBR
tn,0.660330902603022,full,189,GBR
tp,0.4814116120722083,full,189,GBR
random,-0.2325260518529623,full,189,GBR
doc,0.5548930124416589,full,190,GBR
no3,0.3368549872737308,full,190,GBR
tn,0.6595673759721584,full,190,GBR
tp,0.4832958544335104,full,190,GBR
random,-0.2361710150291476,full,190,GBR
doc,0.5488691860616403,full,191,GBR
no3,0.3517074000818525,full,191,GBR
tn,0.6603309026030217,full,191,GBR
tp,0.4850210356214164,full,191,GBR
random,-0.2337358354527048,full,191,GBR
doc,0.5562023169329591,full,192,GBR
no3,0.3448029898161544,full,192,GBR
tn,0.660330902603022,full,192,GBR
tp,0.4799646201261492,full,192,GBR
random,-0.2274260877796883,full,192,GBR
doc,0.5502685642842307,full,193,GBR
no3,0.3414512646197445,full,193,GBR
tn,0.6604319048412006,full,193,GBR
tp,0.4832712570701438,full,193,GBR
random,-0.2442585316722685,full,193,GBR
doc,0.5531616264824579,full,194,GBR
no3,0.3483563545376479,full,194,GBR
tn,0.6611491995361283,full,194,GBR
tp,0.4871830148003941,full,194,GBR
random,-0.23460558024415,full,194,GBR
doc,0.5531043473647537,full,195,GBR
no3,0.3327974343654204,full,195,GBR
tn,0.6603309026030217,full,195,GBR
tp,0.4797735078715389,full,195,GBR
random,-0.2351305234758587,full,195,GBR
doc,0.555249716463729,full,196,GBR
no3,0.3409104849917224,full,196,GBR
tn,0.6595370185379721,full,196,GBR
tp,0.4767179451731844,full,196,GBR
random,-0.2385370504248734,full,196,GBR
doc,0.5533574786961853,full,197,GBR
no3,0.3511561252215258,full,197,GBR
tn,0.6611491995361283,full,197,GBR
tp,0.4785738319674868,full,197,GBR
random,-0.2345796545458063,full,197,GBR
doc,0.5564421273642919,full,198,GBR
no3,0.3538551333427919,full,198,GBR
tn,0.6660988914798137,full,198,GBR
tp,0.4887419214826481,full,198,GBR
random,-0.2395931989451727,full,198,GBR
doc,0.5593281661409679,full,199,GBR
no3,0.3349389426960444,full,199,GBR
tn,0.6579551949740019,full,199,GBR
tp,0.482388793614766,full,199,GBR
random,-0.2393243668839659,full,199,GBR
doc,0.1025498704927183,flowRegime,0,RFR
no3,0.147567837620549,flowRegime,0,RFR
tn,0.0388072961047236,flowRegime,0,RFR
tp,-0.022229279940521,flowRegime,0,RFR
random,-0.0619520740747339,flowRegime,0,RFR
doc,0.0703917754218709,flowRegime,1,RFR
no3,0.1574356522553159,flowRegime,1,RFR
tn,0.0307953605175773,flowRegime,1,RFR
tp,-0.0131361627970403,flowRegime,1,RFR
random,-0.06594502811529,flowRegime,1,RFR
doc,0.0725802196312057,flowRegime,2,RFR
no3,0.1299453669855692,flowRegime,2,RFR
tn,0.0571736305925802,flowRegime,2,RFR
tp,-0.0229461997836211,flowRegime,2,RFR
random,-0.0607578999289184,flowRegime,2,RFR
doc,0.09754882745444,flowRegime,3,RFR
no3,0.153635779686029,flowRegime,3,RFR
tn,0.0482640467927385,flowRegime,3,RFR
tp,-0.0166398531603895,flowRegime,3,RFR
random,-0.0690219070425992,flowRegime,3,RFR
doc,0.1187542037793056,flowRegime,4,RFR
no3,0.1388833428221894,flowRegime,4,RFR
tn,0.0275691788620309,flowRegime,4,RFR
tp,-0.0281129026324418,flowRegime,4,RFR
random,-0.0961905669526681,flowRegime,4,RFR
doc,0.086143962795305,flowRegime,5,RFR
no3,0.1744413047206477,flowRegime,5,RFR
tn,0.0437705783993129,flowRegime,5,RFR
tp,-0.0182144703694706,flowRegime,5,RFR
random,-0.0635397900243912,flowRegime,5,RFR
doc,0.1063723409269252,flowRegime,6,RFR
no3,0.1270693670979259,flowRegime,6,RFR
tn,0.0204934152743537,flowRegime,6,RFR
tp,-0.0325163610365857,flowRegime,6,RFR
random,-0.0767791590456206,flowRegime,6,RFR
doc,0.0884736849122078,flowRegime,7,RFR
no3,0.1287577837609204,flowRegime,7,RFR
tn,0.0570171834605371,flowRegime,7,RFR
tp,-0.003583747674813,flowRegime,7,RFR
random,-0.0619475702396734,flowRegime,7,RFR
doc,0.1456537887105164,flowRegime,8,RFR
no3,0.1630604340730053,flowRegime,8,RFR
tn,0.0435992182478012,flowRegime,8,RFR
tp,-0.0252884605310297,flowRegime,8,RFR
random,-0.065299977824988,flowRegime,8,RFR
doc,0.0973918356963745,flowRegime,9,RFR
no3,0.128391148932137,flowRegime,9,RFR
tn,0.0515253610737902,flowRegime,9,RFR
tp,0.0089665702472701,flowRegime,9,RFR
random,-0.0701315427919808,flowRegime,9,RFR
doc,0.0865513948961997,flowRegime,10,RFR
no3,0.0972602201392456,flowRegime,10,RFR
tn,0.0525446811586565,flowRegime,10,RFR
tp,-0.0280463692234143,flowRegime,10,RFR
random,-0.079736825857392,flowRegime,10,RFR
doc,0.1295127051576801,flowRegime,11,RFR
no3,0.1493572738055429,flowRegime,11,RFR
tn,0.0522855177738746,flowRegime,11,RFR
tp,-0.0241366632431081,flowRegime,11,RFR
random,-0.0508772778978598,flowRegime,11,RFR
doc,0.0859123174230344,flowRegime,12,RFR
no3,0.1524036993104676,flowRegime,12,RFR
tn,0.0333147820153496,flowRegime,12,RFR
tp,-0.0227798922692681,flowRegime,12,RFR
random,-0.0611738771602357,flowRegime,12,RFR
doc,0.0829619525338625,flowRegime,13,RFR
no3,0.134135654924022,flowRegime,13,RFR
tn,0.0286431341088708,flowRegime,13,RFR
tp,0.0028402719938623,flowRegime,13,RFR
random,-0.0820949006683269,flowRegime,13,RFR
doc,0.1297983957899844,flowRegime,14,RFR
no3,0.124628779791447,flowRegime,14,RFR
tn,0.0588990632880358,flowRegime,14,RFR
tp,0.0117309653513371,flowRegime,14,RFR
random,-0.0442468549384149,flowRegime,14,RFR
doc,0.1081871817504603,flowRegime,15,RFR
no3,0.1497566092934151,flowRegime,15,RFR
tn,0.0409188650718206,flowRegime,15,RFR
tp,-0.0117213578816552,flowRegime,15,RFR
random,-0.1058346795070219,flowRegime,15,RFR
doc,0.1192225165801569,flowRegime,16,RFR
no3,0.1246320132142337,flowRegime,16,RFR
tn,0.036230253582174,flowRegime,16,RFR
tp,0.0043988368928002,flowRegime,16,RFR
random,-0.0852399350675729,flowRegime,16,RFR
doc,0.1136543722204262,flowRegime,17,RFR
no3,0.123596116915823,flowRegime,17,RFR
tn,0.0740920320083573,flowRegime,17,RFR
tp,-0.0054108096543117,flowRegime,17,RFR
random,-0.072355600869415,flowRegime,17,RFR
doc,0.0823111231763091,flowRegime,18,RFR
no3,0.1063666274550859,flowRegime,18,RFR
tn,0.0631237786859046,flowRegime,18,RFR
tp,-0.0328712526538474,flowRegime,18,RFR
random,-0.0837799142243564,flowRegime,18,RFR
doc,0.1309160447666788,flowRegime,19,RFR
no3,0.164350136568828,flowRegime,19,RFR
tn,0.0388156607375529,flowRegime,19,RFR
tp,-0.0547312085854474,flowRegime,19,RFR
random,-0.1032367316331479,flowRegime,19,RFR
doc,0.0842737872885877,flowRegime,20,RFR
no3,0.125228040741876,flowRegime,20,RFR
tn,0.0621874362932367,flowRegime,20,RFR
tp,0.0135694442634314,flowRegime,20,RFR
random,-0.085467644448274,flowRegime,20,RFR
doc,0.0728574707336873,flowRegime,21,RFR
no3,0.1344333486693566,flowRegime,21,RFR
tn,0.0509273343145543,flowRegime,21,RFR
tp,0.0111951457846932,flowRegime,21,RFR
random,-0.106127611461797,flowRegime,21,RFR
doc,0.1148120262589438,flowRegime,22,RFR
no3,0.1449809852971625,flowRegime,22,RFR
tn,0.0266083307327492,flowRegime,22,RFR
tp,-0.0022161254642671,flowRegime,22,RFR
random,-0.0398284184631991,flowRegime,22,RFR
doc,0.1233045434136668,flowRegime,23,RFR
no3,0.1447367623507526,flowRegime,23,RFR
tn,0.0359630069946593,flowRegime,23,RFR
tp,-0.0360005345726763,flowRegime,23,RFR
random,-0.1114540888077111,flowRegime,23,RFR
doc,0.090514603138935,flowRegime,24,RFR
no3,0.1593788944399831,flowRegime,24,RFR
tn,0.0413890796483512,flowRegime,24,RFR
tp,-0.0004771917688888,flowRegime,24,RFR
random,-0.0680399199443644,flowRegime,24,RFR
doc,0.1148441768063365,flowRegime,25,RFR
no3,0.1262723621895388,flowRegime,25,RFR
tn,0.0467626037471591,flowRegime,25,RFR
tp,-0.0639628199556834,flowRegime,25,RFR
random,-0.0793018687790814,flowRegime,25,RFR
doc,0.0859519025690593,flowRegime,26,RFR
no3,0.1584193680265877,flowRegime,26,RFR
tn,0.0632465155793343,flowRegime,26,RFR
tp,-0.010120264677836,flowRegime,26,RFR
random,-0.0912264834108513,flowRegime,26,RFR
doc,0.0730780608647889,flowRegime,27,RFR
no3,0.147708870474187,flowRegime,27,RFR
tn,0.0237432071204141,flowRegime,27,RFR
tp,-0.0080309761621568,flowRegime,27,RFR
random,-0.0708407494243266,flowRegime,27,RFR
doc,0.1210025149250987,flowRegime,28,RFR
no3,0.1202905609629713,flowRegime,28,RFR
tn,0.0546265796341165,flowRegime,28,RFR
tp,-0.016396981583129,flowRegime,28,RFR
random,-0.088684178680038,flowRegime,28,RFR
doc,0.1062075592360185,flowRegime,29,RFR
no3,0.1407475850234257,flowRegime,29,RFR
tn,0.060027715027365,flowRegime,29,RFR
tp,-0.0090246388555297,flowRegime,29,RFR
random,-0.0697912635586452,flowRegime,29,RFR
doc,0.1141386283717699,flowRegime,30,RFR
no3,0.1589899904432477,flowRegime,30,RFR
tn,0.0508643354357871,flowRegime,30,RFR
tp,-0.029658266596225,flowRegime,30,RFR
random,-0.110899177775303,flowRegime,30,RFR
doc,0.1027388050595738,flowRegime,31,RFR
no3,0.1303053386035896,flowRegime,31,RFR
tn,0.0557559676320335,flowRegime,31,RFR
tp,-0.0715496799391506,flowRegime,31,RFR
random,-0.1141069535149386,flowRegime,31,RFR
doc,0.1221581025050213,flowRegime,32,RFR
no3,0.1132202437640361,flowRegime,32,RFR
tn,0.0588570717417237,flowRegime,32,RFR
tp,-0.0018959711249251,flowRegime,32,RFR
random,-0.0515097226514698,flowRegime,32,RFR
doc,0.1298209606784135,flowRegime,33,RFR
no3,0.1622888855963702,flowRegime,33,RFR
tn,0.0608919234816752,flowRegime,33,RFR
tp,-0.0174492133484787,flowRegime,33,RFR
random,-0.0830000461614022,flowRegime,33,RFR
doc,0.1352549906331157,flowRegime,34,RFR
no3,0.1172227643570101,flowRegime,34,RFR
tn,0.061310952556344,flowRegime,34,RFR
tp,-0.0472343175241207,flowRegime,34,RFR
random,-0.0649434675334339,flowRegime,34,RFR
doc,0.1089704160183577,flowRegime,35,RFR
no3,0.1270714566119608,flowRegime,35,RFR
tn,0.0542809721963829,flowRegime,35,RFR
tp,-0.022544495715628,flowRegime,35,RFR
random,-0.0724244611861844,flowRegime,35,RFR
doc,0.0698583543392155,flowRegime,36,RFR
no3,0.1430311938982242,flowRegime,36,RFR
tn,0.0064868383182979,flowRegime,36,RFR
tp,-0.0071667659724323,flowRegime,36,RFR
random,-0.1080894200056892,flowRegime,36,RFR
doc,0.10265974985129,flowRegime,37,RFR
no3,0.0900111368785177,flowRegime,37,RFR
tn,0.0219150900598386,flowRegime,37,RFR
tp,-0.0324245019292699,flowRegime,37,RFR
random,-0.1095115887942124,flowRegime,37,RFR
doc,0.1125039039250072,flowRegime,38,RFR
no3,0.0959933830497034,flowRegime,38,RFR
tn,0.0329823349361311,flowRegime,38,RFR
tp,0.0004213256843614,flowRegime,38,RFR
random,-0.1002176585693055,flowRegime,38,RFR
doc,0.1012313467144282,flowRegime,39,RFR
no3,0.11566564768156,flowRegime,39,RFR
tn,0.0303467842013888,flowRegime,39,RFR
tp,-0.0341693804352003,flowRegime,39,RFR
random,-0.0521157926186559,flowRegime,39,RFR
doc,0.1108395189156018,flowRegime,40,RFR
no3,0.136049237452596,flowRegime,40,RFR
tn,0.0497569831544906,flowRegime,40,RFR
tp,-0.0125972275657115,flowRegime,40,RFR
random,-0.0949026670712873,flowRegime,40,RFR
doc,0.0245387662539436,flowRegime,41,RFR
no3,0.1074268212620411,flowRegime,41,RFR
tn,0.0402499671009091,flowRegime,41,RFR
tp,-0.0124797661221089,flowRegime,41,RFR
random,-0.1307152445470087,flowRegime,41,RFR
doc,0.1261320447786097,flowRegime,42,RFR
no3,0.1427312683035519,flowRegime,42,RFR
tn,0.0389090878426221,flowRegime,42,RFR
tp,-0.0270100826315204,flowRegime,42,RFR
random,-0.0744805995821993,flowRegime,42,RFR
doc,0.0820194031581806,flowRegime,43,RFR
no3,0.1781364106963031,flowRegime,43,RFR
tn,0.0487861265978993,flowRegime,43,RFR
tp,-0.0290509935569867,flowRegime,43,RFR
random,-0.103454204487819,flowRegime,43,RFR
doc,0.0793825031791624,flowRegime,44,RFR
no3,0.1371278828425621,flowRegime,44,RFR
tn,0.0542665530900435,flowRegime,44,RFR
tp,-0.0211651702567079,flowRegime,44,RFR
random,-0.093467431439304,flowRegime,44,RFR
doc,0.0688966630115029,flowRegime,45,RFR
no3,0.147297764585451,flowRegime,45,RFR
tn,0.0659126649350718,flowRegime,45,RFR
tp,-0.0497080649241097,flowRegime,45,RFR
random,-0.1032355389748116,flowRegime,45,RFR
doc,0.1312648270350794,flowRegime,46,RFR
no3,0.1398963210858125,flowRegime,46,RFR
tn,0.0689927362558955,flowRegime,46,RFR
tp,-0.0374413603383232,flowRegime,46,RFR
random,-0.0822948534585377,flowRegime,46,RFR
doc,0.1099173172021326,flowRegime,47,RFR
no3,0.1526500798550379,flowRegime,47,RFR
tn,0.0923137787533849,flowRegime,47,RFR
tp,-0.0065204145929762,flowRegime,47,RFR
random,-0.0802376736824554,flowRegime,47,RFR
doc,0.1010738135876299,flowRegime,48,RFR
no3,0.119702631856243,flowRegime,48,RFR
tn,0.0479307517983762,flowRegime,48,RFR
tp,-0.0039637519310453,flowRegime,48,RFR
random,-0.0802940152184865,flowRegime,48,RFR
doc,0.1311663935984759,flowRegime,49,RFR
no3,0.1458541403770027,flowRegime,49,RFR
tn,0.0576487691895808,flowRegime,49,RFR
tp,-0.0405077183863107,flowRegime,49,RFR
random,-0.0673173838655176,flowRegime,49,RFR
doc,0.1147710221225534,flowRegime,50,RFR
no3,0.1870610959483674,flowRegime,50,RFR
tn,0.055670515502703,flowRegime,50,RFR
tp,-0.0122193187724077,flowRegime,50,RFR
random,-0.1018741134362544,flowRegime,50,RFR
doc,0.1175396126400334,flowRegime,51,RFR
no3,0.1237205211695994,flowRegime,51,RFR
tn,0.0454680083973106,flowRegime,51,RFR
tp,0.0030460200747326,flowRegime,51,RFR
random,-0.059885264261265,flowRegime,51,RFR
doc,0.1146276040153572,flowRegime,52,RFR
no3,0.1300606971856029,flowRegime,52,RFR
tn,0.0602960174491791,flowRegime,52,RFR
tp,-0.0257633290726413,flowRegime,52,RFR
random,-0.1174393356768528,flowRegime,52,RFR
doc,0.0966322310028716,flowRegime,53,RFR
no3,0.098627238704833,flowRegime,53,RFR
tn,0.0646636582123516,flowRegime,53,RFR
tp,-0.0247881264841207,flowRegime,53,RFR
random,-0.0652658619419008,flowRegime,53,RFR
doc,0.1024505483414136,flowRegime,54,RFR
no3,0.1297573979649218,flowRegime,54,RFR
tn,0.0362112083169402,flowRegime,54,RFR
tp,-0.0005929034033134,flowRegime,54,RFR
random,-0.0898920810719474,flowRegime,54,RFR
doc,0.1177307289002848,flowRegime,55,RFR
no3,0.1192926248098663,flowRegime,55,RFR
tn,0.0603968901506184,flowRegime,55,RFR
tp,-0.0380412913989764,flowRegime,55,RFR
random,-0.039708869856361,flowRegime,55,RFR
doc,0.1315909493600151,flowRegime,56,RFR
no3,0.1158677783777615,flowRegime,56,RFR
tn,0.0506961156463354,flowRegime,56,RFR
tp,-0.0489338476071117,flowRegime,56,RFR
random,-0.1180369918937505,flowRegime,56,RFR
doc,0.1453073109662177,flowRegime,57,RFR
no3,0.1382265312714434,flowRegime,57,RFR
tn,0.058154587135566,flowRegime,57,RFR
tp,-0.0101401753326333,flowRegime,57,RFR
random,-0.1249200584321019,flowRegime,57,RFR
doc,0.1045639447823818,flowRegime,58,RFR
no3,0.1176930572202498,flowRegime,58,RFR
tn,0.0418486958203802,flowRegime,58,RFR
tp,-0.0301729001836219,flowRegime,58,RFR
random,-0.0844471842419976,flowRegime,58,RFR
doc,0.1267074311153416,flowRegime,59,RFR
no3,0.1139693366019708,flowRegime,59,RFR
tn,0.017374149045507,flowRegime,59,RFR
tp,-0.0035055034314468,flowRegime,59,RFR
random,-0.0813656242409326,flowRegime,59,RFR
doc,0.1532430931404559,flowRegime,60,RFR
no3,0.1364701209688241,flowRegime,60,RFR
tn,0.057561905442873,flowRegime,60,RFR
tp,-0.046235728938109,flowRegime,60,RFR
random,-0.0737099240441314,flowRegime,60,RFR
doc,0.1108631628306539,flowRegime,61,RFR
no3,0.148964021494027,flowRegime,61,RFR
tn,0.0480884492588997,flowRegime,61,RFR
tp,-0.0237106735308907,flowRegime,61,RFR
random,-0.093896145847848,flowRegime,61,RFR
doc,0.1014343647926901,flowRegime,62,RFR
no3,0.1190334509594401,flowRegime,62,RFR
tn,0.052787267192578,flowRegime,62,RFR
tp,-0.0282961900467173,flowRegime,62,RFR
random,-0.0711614331190024,flowRegime,62,RFR
doc,0.0973814051229734,flowRegime,63,RFR
no3,0.1294964441676692,flowRegime,63,RFR
tn,0.0249794885579528,flowRegime,63,RFR
tp,0.0302830973955426,flowRegime,63,RFR
random,-0.0663423691157665,flowRegime,63,RFR
doc,0.1011066116163074,flowRegime,64,RFR
no3,0.1075595712453314,flowRegime,64,RFR
tn,0.0349451902861718,flowRegime,64,RFR
tp,-0.0510368512869068,flowRegime,64,RFR
random,-0.0902141268932898,flowRegime,64,RFR
doc,0.0629882052433051,flowRegime,65,RFR
no3,0.1464955575671034,flowRegime,65,RFR
tn,0.0598389208210616,flowRegime,65,RFR
tp,-0.0073747988048531,flowRegime,65,RFR
random,-0.0690756964861765,flowRegime,65,RFR
doc,0.1256735778449905,flowRegime,66,RFR
no3,0.1375136374907888,flowRegime,66,RFR
tn,0.0575577275811236,flowRegime,66,RFR
tp,-0.029381802779995,flowRegime,66,RFR
random,-0.0912520562435721,flowRegime,66,RFR
doc,0.0935823969793386,flowRegime,67,RFR
no3,0.1359852143700226,flowRegime,67,RFR
tn,0.0303632621659875,flowRegime,67,RFR
tp,-0.0222142589147589,flowRegime,67,RFR
random,-0.0948558340404468,flowRegime,67,RFR
doc,0.0754422712442591,flowRegime,68,RFR
no3,0.1075081246850491,flowRegime,68,RFR
tn,0.0640639074732404,flowRegime,68,RFR
tp,-0.0341710311069778,flowRegime,68,RFR
random,-0.1201896831514819,flowRegime,68,RFR
doc,0.0990433872449502,flowRegime,69,RFR
no3,0.1474829635652468,flowRegime,69,RFR
tn,0.0730373809178249,flowRegime,69,RFR
tp,-0.0168592092591202,flowRegime,69,RFR
random,-0.0633643504840235,flowRegime,69,RFR
doc,0.1013568607701493,flowRegime,70,RFR
no3,0.1470951624981278,flowRegime,70,RFR
tn,0.0703281183186439,flowRegime,70,RFR
tp,-0.0030691542700085,flowRegime,70,RFR
random,-0.0972169410961738,flowRegime,70,RFR
doc,0.1070217824383135,flowRegime,71,RFR
no3,0.1443414453969626,flowRegime,71,RFR
tn,0.0349579622126232,flowRegime,71,RFR
tp,-0.0281496183255844,flowRegime,71,RFR
random,-0.0839089075364722,flowRegime,71,RFR
doc,0.1169714312822706,flowRegime,72,RFR
no3,0.1414712703527529,flowRegime,72,RFR
tn,0.0399947726070352,flowRegime,72,RFR
tp,-0.0456248440585582,flowRegime,72,RFR
random,-0.0875583664781811,flowRegime,72,RFR
doc,0.0623610562446744,flowRegime,73,RFR
no3,0.137083012231416,flowRegime,73,RFR
tn,0.0515635427053169,flowRegime,73,RFR
tp,-0.0306340674964058,flowRegime,73,RFR
random,-0.0825567624466647,flowRegime,73,RFR
doc,0.1256663337771451,flowRegime,74,RFR
no3,0.1441378082762343,flowRegime,74,RFR
tn,0.0422176229946306,flowRegime,74,RFR
tp,0.0031543994438799,flowRegime,74,RFR
random,-0.1045396378177181,flowRegime,74,RFR
doc,0.0908630229020046,flowRegime,75,RFR
no3,0.1515229037969848,flowRegime,75,RFR
tn,0.055137709394525,flowRegime,75,RFR
tp,-0.0470138683854597,flowRegime,75,RFR
random,-0.0639453307422674,flowRegime,75,RFR
doc,0.1365997101548752,flowRegime,76,RFR
no3,0.1020677456014588,flowRegime,76,RFR
tn,0.0577178455052371,flowRegime,76,RFR
tp,-0.0176353360116721,flowRegime,76,RFR
random,-0.0715491951221662,flowRegime,76,RFR
doc,0.1558978511655832,flowRegime,77,RFR
no3,0.1112015164427491,flowRegime,77,RFR
tn,0.0641744098545116,flowRegime,77,RFR
tp,0.0027710009768551,flowRegime,77,RFR
random,-0.08402542998007,flowRegime,77,RFR
doc,0.1280264643446869,flowRegime,78,RFR
no3,0.1387005919069307,flowRegime,78,RFR
tn,0.0466643758567265,flowRegime,78,RFR
tp,-0.0033362077659768,flowRegime,78,RFR
random,-0.1117901155414153,flowRegime,78,RFR
doc,0.1264149568232392,flowRegime,79,RFR
no3,0.1067142563691926,flowRegime,79,RFR
tn,0.0696975043390387,flowRegime,79,RFR
tp,-0.0357155573015384,flowRegime,79,RFR
random,-0.089796864341112,flowRegime,79,RFR
doc,0.1174788432936312,flowRegime,80,RFR
no3,0.1174829497192261,flowRegime,80,RFR
tn,0.0220660883823889,flowRegime,80,RFR
tp,-0.0216428820053313,flowRegime,80,RFR
random,-0.0941429894277789,flowRegime,80,RFR
doc,0.1256299674440469,flowRegime,81,RFR
no3,0.1214013749982918,flowRegime,81,RFR
tn,0.0376490887469562,flowRegime,81,RFR
tp,-0.0514323966460565,flowRegime,81,RFR
random,-0.0602149930565332,flowRegime,81,RFR
doc,0.0982532413354683,flowRegime,82,RFR
no3,0.1370214471233154,flowRegime,82,RFR
tn,0.042155627656645,flowRegime,82,RFR
tp,-0.0262999999968092,flowRegime,82,RFR
random,-0.0565510779480242,flowRegime,82,RFR
doc,0.0948522699564693,flowRegime,83,RFR
no3,0.1430079790807621,flowRegime,83,RFR
tn,0.054744644790584,flowRegime,83,RFR
tp,-0.0208094643919287,flowRegime,83,RFR
random,-0.1040936578983566,flowRegime,83,RFR
doc,0.1362948020165271,flowRegime,84,RFR
no3,0.1332831714136884,flowRegime,84,RFR
tn,0.0627261255501747,flowRegime,84,RFR
tp,-0.0368174350429972,flowRegime,84,RFR
random,-0.1070855182249634,flowRegime,84,RFR
doc,0.0911546385591466,flowRegime,85,RFR
no3,0.0905871579294759,flowRegime,85,RFR
tn,0.0220861260177679,flowRegime,85,RFR
tp,-0.041836663419136,flowRegime,85,RFR
random,-0.106786828457102,flowRegime,85,RFR
doc,0.0988318147739785,flowRegime,86,RFR
no3,0.0977390115279157,flowRegime,86,RFR
tn,0.0510921654251164,flowRegime,86,RFR
tp,-0.0185133684443437,flowRegime,86,RFR
random,-0.0932925932337664,flowRegime,86,RFR
doc,0.1467552951947152,flowRegime,87,RFR
no3,0.1360755738290184,flowRegime,87,RFR
tn,0.0385857254997937,flowRegime,87,RFR
tp,-0.0191791332265318,flowRegime,87,RFR
random,-0.0938569048816195,flowRegime,87,RFR
doc,0.1070187055434864,flowRegime,88,RFR
no3,0.0916767931140892,flowRegime,88,RFR
tn,0.0575306578971388,flowRegime,88,RFR
tp,-0.0371772272705472,flowRegime,88,RFR
random,-0.0926246803644141,flowRegime,88,RFR
doc,0.1199913783892657,flowRegime,89,RFR
no3,0.1356432145547296,flowRegime,89,RFR
tn,0.0605735670643522,flowRegime,89,RFR
tp,-0.0204581206846412,flowRegime,89,RFR
random,-0.0741714092928507,flowRegime,89,RFR
doc,0.0838112099556401,flowRegime,90,RFR
no3,0.1287984755817062,flowRegime,90,RFR
tn,0.0592523002802901,flowRegime,90,RFR
tp,-0.0199605893756258,flowRegime,90,RFR
random,-0.0580022402053974,flowRegime,90,RFR
doc,0.1092401136317835,flowRegime,91,RFR
no3,0.1120092773868052,flowRegime,91,RFR
tn,0.0561128109747043,flowRegime,91,RFR
tp,-0.0306290907054354,flowRegime,91,RFR
